,mean reward,Fail Probability,method
246,226030,40,Supervisory
247,169120,40,Supervisory
248,217120,40,Supervisory
249,245910,40,Supervisory
250,175970,40,Supervisory
251,196880,40,Supervisory
252,135850,40,Supervisory
253,87850,40,Supervisory
254,138940,40,Supervisory
255,138940,40,Supervisory
256,196880,40,Supervisory
257,247970,40,Supervisory
258,187970,40,Supervisory
259,255850,40,Supervisory
260,66940,50,Supervisory
261,109120,50,Supervisory
262,245910,50,Supervisory
263,109240,50,Supervisory
264,189000,50,Supervisory
265,216760,50,Supervisory
266,114940,50,Supervisory
267,38940,50,Supervisory
268,29000,50,Supervisory
269,186940,50,Supervisory
270,83730,50,Supervisory
271,127970,50,Supervisory
272,126940,50,Supervisory
273,183850,50,Supervisory
274,86940,50,Supervisory
275,206820,50,Supervisory
276,169120,50,Supervisory
277,175970,50,Supervisory
278,197910,50,Supervisory
279,59060,50,Supervisory
280,49120,60,Supervisory
281,17910,60,Supervisory
282,-27240,60,Supervisory
283,184880,60,Supervisory
284,74820,60,Supervisory
285,115970,60,Supervisory
286,173910,60,Supervisory
287,167060,60,Supervisory
288,76880,60,Supervisory
289,76880,60,Supervisory
290,125910,60,Supervisory
291,76880,60,Supervisory
292,-84270,60,Supervisory
293,-97300,60,Supervisory
294,218150,60,Supervisory
295,26030,60,Supervisory
296,194580,60,Supervisory
297,15970,60,Supervisory
298,-34210,60,Supervisory
299,109120,60,Supervisory
300,52880,70,Supervisory
301,111850,70,Supervisory
302,133790,70,Supervisory
303,-39360,70,Supervisory
304,58030,70,Supervisory
305,67970,70,Supervisory
306,-137420,70,Supervisory
307,86820,70,Supervisory
308,123850,70,Supervisory
309,23730,70,Supervisory
310,120760,70,Supervisory
311,-146330,70,Supervisory
312,5910,70,Supervisory
313,24880,70,Supervisory
314,-42090,70,Supervisory
315,99180,70,Supervisory
316,158150,70,Supervisory
317,75850,70,Supervisory
318,213670,70,Supervisory
319,57000,70,Supervisory
320,-39360,80,Supervisory
321,-49300,80,Supervisory
322,3850,80,Supervisory
323,-160390,80,Supervisory
324,-103120,80,Supervisory
325,59060,80,Supervisory
326,27970,80,Supervisory
327,27850,80,Supervisory
328,5910,80,Supervisory
329,-44150,80,Supervisory
330,-86330,80,Supervisory
331,-142090,80,Supervisory
332,63850,80,Supervisory
333,10700,80,Supervisory
334,-146330,80,Supervisory
335,69120,80,Supervisory
336,47060,80,Supervisory
337,-93180,80,Supervisory
338,-58210,80,Supervisory
339,-139360,80,Supervisory
340,-45180,90,Supervisory
341,-11240,90,Supervisory
342,-51360,90,Supervisory
343,-206330,90,Supervisory
344,-107240,90,Supervisory
345,-253540,90,Supervisory
346,7970,90,Supervisory
347,-7120,90,Supervisory
348,-57180,90,Supervisory
349,-44030,90,Supervisory
350,26940,90,Supervisory
351,-115480,90,Supervisory
352,-55480,90,Supervisory
353,3850,90,Supervisory
354,-56150,90,Supervisory
355,99180,90,Supervisory
356,7970,90,Supervisory
357,5910,90,Supervisory
358,-92030,90,Supervisory
359,-6090,90,Supervisory
