,mean reward,Fail Probability,method
0,85830,10,Supervisory+RL
1,122700,10,Supervisory+RL
2,48920,10,Supervisory+RL
3,88830,10,Supervisory+RL
4,135730,10,Supervisory+RL
5,126880,10,Supervisory+RL
6,-68280,10,Supervisory+RL
7,90660,10,Supervisory+RL
8,85830,10,Supervisory+RL
9,137870,10,Supervisory+RL
10,92760,10,Supervisory+RL
11,81690,10,Supervisory+RL
12,76600,10,Supervisory+RL
13,117450,10,Supervisory+RL
14,77890,10,Supervisory+RL
15,81670,10,Supervisory+RL
16,82740,10,Supervisory+RL
17,80700,10,Supervisory+RL
18,147840,10,Supervisory+RL
19,74860,10,Supervisory+RL
20,98800,10,Supervisory+RL
21,86880,10,Supervisory+RL
22,42720,10,Supervisory+RL
23,136820,10,Supervisory+RL
24,124860,10,Supervisory+RL
25,34690,10,Supervisory+RL
26,127890,10,Supervisory+RL
27,157850,10,Supervisory+RL
28,-7260,10,Supervisory+RL
29,81690,10,Supervisory+RL
30,175800,10,Supervisory+RL
31,82750,10,Supervisory+RL
32,11740,10,Supervisory+RL
33,-69320,10,Supervisory+RL
34,110740,10,Supervisory+RL
35,-18330,10,Supervisory+RL
36,43730,10,Supervisory+RL
37,120680,10,Supervisory+RL
38,92700,10,Supervisory+RL
39,-6260,10,Supervisory+RL
40,85770,10,Supervisory+RL
41,85790,10,Supervisory+RL
42,78680,10,Supervisory+RL
43,44800,10,Supervisory+RL
44,32810,10,Supervisory+RL
45,122700,10,Supervisory+RL
46,135810,10,Supervisory+RL
47,86890,10,Supervisory+RL
48,117790,10,Supervisory+RL
49,41750,10,Supervisory+RL
50,113730,20,Supervisory+RL
51,79650,20,Supervisory+RL
52,31790,20,Supervisory+RL
53,130580,20,Supervisory+RL
54,-9320,20,Supervisory+RL
55,-86500,20,Supervisory+RL
56,80650,20,Supervisory+RL
57,-8310,20,Supervisory+RL
58,183720,20,Supervisory+RL
59,34800,20,Supervisory+RL
60,82620,20,Supervisory+RL
61,130620,20,Supervisory+RL
62,184660,20,Supervisory+RL
63,146690,20,Supervisory+RL
64,123780,20,Supervisory+RL
65,118650,20,Supervisory+RL
66,142590,20,Supervisory+RL
67,50700,20,Supervisory+RL
