,mean reward,Fail Probability,method
0,105950,10,Supervisory+RL
1,226810,10,Supervisory+RL
2,198980,10,Supervisory+RL
3,155890,10,Supervisory+RL
4,257840,10,Supervisory+RL
5,207810,10,Supervisory+RL
6,247850,10,Supervisory+RL
7,74840,10,Supervisory+RL
8,125850,10,Supervisory+RL
9,217900,10,Supervisory+RL
10,-15100,10,Supervisory+RL
11,192800,10,Supervisory+RL
12,126860,10,Supervisory+RL
13,204870,10,Supervisory+RL
14,245850,10,Supervisory+RL
15,157890,10,Supervisory+RL
16,108840,10,Supervisory+RL
17,247970,10,Supervisory+RL
18,187910,10,Supervisory+RL
19,163850,10,Supervisory+RL
20,227720,10,Supervisory+RL
21,240690,10,Supervisory+RL
22,143890,10,Supervisory+RL
23,137900,10,Supervisory+RL
24,178880,10,Supervisory+RL
25,164800,10,Supervisory+RL
26,165800,10,Supervisory+RL
27,117930,10,Supervisory+RL
28,257910,10,Supervisory+RL
29,145690,10,Supervisory+RL
30,154800,10,Supervisory+RL
31,195950,10,Supervisory+RL
32,196920,10,Supervisory+RL
33,214660,10,Supervisory+RL
34,193810,10,Supervisory+RL
35,192780,10,Supervisory+RL
36,205910,10,Supervisory+RL
37,245870,10,Supervisory+RL
38,116960,10,Supervisory+RL
39,205850,10,Supervisory+RL
40,175770,10,Supervisory+RL
41,117950,10,Supervisory+RL
42,127940,10,Supervisory+RL
43,185710,10,Supervisory+RL
44,115890,10,Supervisory+RL
45,254780,10,Supervisory+RL
46,199010,10,Supervisory+RL
47,122730,10,Supervisory+RL
48,125870,10,Supervisory+RL
49,153810,10,Supervisory+RL
50,206820,20,Supervisory+RL
51,166860,20,Supervisory+RL
52,231700,20,Supervisory+RL
53,207830,20,Supervisory+RL
54,255730,20,Supervisory+RL
55,197990,20,Supervisory+RL
56,103770,20,Supervisory+RL
57,105790,20,Supervisory+RL
58,218740,20,Supervisory+RL
59,256830,20,Supervisory+RL
60,73830,20,Supervisory+RL
61,195890,20,Supervisory+RL
62,205780,20,Supervisory+RL
63,206840,20,Supervisory+RL
64,115790,20,Supervisory+RL
65,186720,20,Supervisory+RL
66,203770,20,Supervisory+RL
67,151740,20,Supervisory+RL
68,214730,20,Supervisory+RL
69,112800,20,Supervisory+RL
70,237720,20,Supervisory+RL
71,104800,20,Supervisory+RL
72,143770,20,Supervisory+RL
73,141710,20,Supervisory+RL
74,256860,20,Supervisory+RL
75,128960,20,Supervisory+RL
76,124800,20,Supervisory+RL
77,247840,20,Supervisory+RL
78,164800,20,Supervisory+RL
79,256800,20,Supervisory+RL
80,246860,20,Supervisory+RL
81,166870,20,Supervisory+RL
82,125870,20,Supervisory+RL
83,206860,20,Supervisory+RL
84,205830,20,Supervisory+RL
85,72750,20,Supervisory+RL
86,214710,20,Supervisory+RL
87,233850,20,Supervisory+RL
88,214670,20,Supervisory+RL
89,202710,20,Supervisory+RL
90,73710,20,Supervisory+RL
91,184870,20,Supervisory+RL
92,207810,20,Supervisory+RL
93,117990,20,Supervisory+RL
94,-24150,20,Supervisory+RL
95,205810,20,Supervisory+RL
96,236880,20,Supervisory+RL
97,103900,20,Supervisory+RL
98,36870,20,Supervisory+RL
99,203830,20,Supervisory+RL
100,166070,30,Supervisory+RL
101,101850,30,Supervisory+RL
102,162920,30,Supervisory+RL
103,56050,30,Supervisory+RL
104,85120,30,Supervisory+RL
105,190720,30,Supervisory+RL
106,-14090,30,Supervisory+RL
107,93960,30,Supervisory+RL
108,186960,30,Supervisory+RL
109,56990,30,Supervisory+RL
110,129830,30,Supervisory+RL
111,117000,30,Supervisory+RL
112,217100,30,Supervisory+RL
113,94960,30,Supervisory+RL
114,174000,30,Supervisory+RL
115,134980,30,Supervisory+RL
116,145950,30,Supervisory+RL
