,mean reward,Fail Probability,method
117,-14030,30,Supervisory+RL
118,214980,30,Supervisory+RL
119,185910,30,Supervisory+RL
120,76950,30,Supervisory+RL
121,61830,30,Supervisory+RL
122,13880,30,Supervisory+RL
123,39120,30,Supervisory+RL
124,-31850,30,Supervisory+RL
125,174950,30,Supervisory+RL
126,115940,30,Supervisory+RL
127,148010,30,Supervisory+RL
128,173910,30,Supervisory+RL
129,146990,30,Supervisory+RL
130,92910,30,Supervisory+RL
131,176910,30,Supervisory+RL
132,165830,30,Supervisory+RL
133,84920,30,Supervisory+RL
134,134880,30,Supervisory+RL
135,116090,30,Supervisory+RL
136,98030,30,Supervisory+RL
137,141790,30,Supervisory+RL
138,125030,30,Supervisory+RL
139,122860,30,Supervisory+RL
140,86950,30,Supervisory+RL
141,145950,30,Supervisory+RL
142,96010,30,Supervisory+RL
143,94990,30,Supervisory+RL
144,94900,30,Supervisory+RL
145,125840,30,Supervisory+RL
146,124990,30,Supervisory+RL
147,-38170,30,Supervisory+RL
148,148010,30,Supervisory+RL
149,184860,30,Supervisory+RL
150,203720,40,Supervisory+RL
151,-13950,40,Supervisory+RL
152,178050,40,Supervisory+RL
153,37120,40,Supervisory+RL
154,156960,40,Supervisory+RL
155,14980,40,Supervisory+RL
156,130870,40,Supervisory+RL
157,99730,40,Supervisory+RL
158,97050,40,Supervisory+RL
159,94860,40,Supervisory+RL
160,214950,40,Supervisory+RL
161,180800,40,Supervisory+RL
162,121790,40,Supervisory+RL
163,124640,40,Supervisory+RL
164,117040,40,Supervisory+RL
165,195970,40,Supervisory+RL
166,105960,40,Supervisory+RL
167,-40280,40,Supervisory+RL
168,177000,40,Supervisory+RL
169,-13010,40,Supervisory+RL
170,83990,40,Supervisory+RL
171,123970,40,Supervisory+RL
172,180760,40,Supervisory+RL
173,84990,40,Supervisory+RL
174,81740,40,Supervisory+RL
175,40760,40,Supervisory+RL
176,128130,40,Supervisory+RL
177,128070,40,Supervisory+RL
178,132920,40,Supervisory+RL
179,24790,40,Supervisory+RL
180,94960,40,Supervisory+RL
181,123910,40,Supervisory+RL
182,189580,40,Supervisory+RL
183,166860,40,Supervisory+RL
184,148050,40,Supervisory+RL
185,184830,40,Supervisory+RL
186,114620,40,Supervisory+RL
187,102800,40,Supervisory+RL
188,88690,40,Supervisory+RL
189,143870,40,Supervisory+RL
190,126030,40,Supervisory+RL
191,131810,40,Supervisory+RL
192,114930,40,Supervisory+RL
193,44860,40,Supervisory+RL
194,106950,40,Supervisory+RL
195,175650,40,Supervisory+RL
196,228010,40,Supervisory+RL
197,153950,40,Supervisory+RL
198,93910,40,Supervisory+RL
199,27770,40,Supervisory+RL
200,48110,50,Supervisory+RL
201,139110,50,Supervisory+RL
202,135960,50,Supervisory+RL
203,30670,50,Supervisory+RL
204,55960,50,Supervisory+RL
205,170860,50,Supervisory+RL
206,243800,50,Supervisory+RL
207,53790,50,Supervisory+RL
208,153850,50,Supervisory+RL
209,143750,50,Supervisory+RL
210,191770,50,Supervisory+RL
211,213950,50,Supervisory+RL
212,119770,50,Supervisory+RL
213,144890,50,Supervisory+RL
214,222880,50,Supervisory+RL
215,79730,50,Supervisory+RL
216,87750,50,Supervisory+RL
217,94900,50,Supervisory+RL
218,184920,50,Supervisory+RL
219,72830,50,Supervisory+RL
220,105900,50,Supervisory+RL
221,85950,50,Supervisory+RL
222,141710,50,Supervisory+RL
223,126000,50,Supervisory+RL
224,230700,50,Supervisory+RL
225,132920,50,Supervisory+RL
226,113770,50,Supervisory+RL
227,94790,50,Supervisory+RL
228,61800,50,Supervisory+RL
229,93790,50,Supervisory+RL
230,225950,50,Supervisory+RL
231,159920,50,Supervisory+RL
232,112920,50,Supervisory+RL
233,53810,50,Supervisory+RL
234,65950,50,Supervisory+RL
235,46070,50,Supervisory+RL
236,61950,50,Supervisory+RL
237,97110,50,Supervisory+RL
238,184920,50,Supervisory+RL
239,51810,50,Supervisory+RL
240,142920,50,Supervisory+RL
241,133930,50,Supervisory+RL
242,58750,50,Supervisory+RL
243,93820,50,Supervisory+RL
244,71950,50,Supervisory+RL
245,64890,50,Supervisory+RL
246,176990,50,Supervisory+RL
247,-16110,50,Supervisory+RL
248,184980,50,Supervisory+RL
249,200630,50,Supervisory+RL
250,118070,60,Supervisory+RL
251,126110,60,Supervisory+RL
252,112800,60,Supervisory+RL
253,82940,60,Supervisory+RL
254,202950,60,Supervisory+RL
255,123890,60,Supervisory+RL
256,160770,60,Supervisory+RL
257,-24020,60,Supervisory+RL
258,207100,60,Supervisory+RL
259,85010,60,Supervisory+RL
260,114940,60,Supervisory+RL
261,9840,60,Supervisory+RL
262,126060,60,Supervisory+RL
263,63810,60,Supervisory+RL
264,81950,60,Supervisory+RL
265,77100,60,Supervisory+RL
266,136020,60,Supervisory+RL
267,66070,60,Supervisory+RL
268,158860,60,Supervisory+RL
269,134020,60,Supervisory+RL
270,76010,60,Supervisory+RL
271,24920,60,Supervisory+RL
272,112920,60,Supervisory+RL
273,92890,60,Supervisory+RL
274,83960,60,Supervisory+RL
275,67080,60,Supervisory+RL
276,112880,60,Supervisory+RL
277,80770,60,Supervisory+RL
278,163980,60,Supervisory+RL
279,161910,60,Supervisory+RL
280,72890,60,Supervisory+RL
281,-48150,60,Supervisory+RL
282,93900,60,Supervisory+RL
283,36130,60,Supervisory+RL
284,208210,60,Supervisory+RL
285,25000,60,Supervisory+RL
286,28100,60,Supervisory+RL
287,181830,60,Supervisory+RL
288,165090,60,Supervisory+RL
289,96090,60,Supervisory+RL
290,127160,60,Supervisory+RL
291,74980,60,Supervisory+RL
292,34940,60,Supervisory+RL
293,124880,60,Supervisory+RL
294,141890,60,Supervisory+RL
295,184920,60,Supervisory+RL
296,68100,60,Supervisory+RL
297,131890,60,Supervisory+RL
298,166000,60,Supervisory+RL
299,70830,60,Supervisory+RL
300,2860,70,Supervisory+RL
301,57620,70,Supervisory+RL
302,124880,70,Supervisory+RL
303,71830,70,Supervisory+RL
304,90720,70,Supervisory+RL
305,18680,70,Supervisory+RL
306,83040,70,Supervisory+RL
307,44960,70,Supervisory+RL
308,80800,70,Supervisory+RL
309,50710,70,Supervisory+RL
310,100800,70,Supervisory+RL
311,222800,70,Supervisory+RL
312,122820,70,Supervisory+RL
313,37040,70,Supervisory+RL
314,157670,70,Supervisory+RL
315,133910,70,Supervisory+RL
316,141810,70,Supervisory+RL
317,151700,70,Supervisory+RL
318,180880,70,Supervisory+RL
319,160760,70,Supervisory+RL
320,96590,70,Supervisory+RL
321,140800,70,Supervisory+RL
322,191770,70,Supervisory+RL
323,-5380,70,Supervisory+RL
324,161780,70,Supervisory+RL
325,72880,70,Supervisory+RL
326,173950,70,Supervisory+RL
327,51830,70,Supervisory+RL
328,20740,70,Supervisory+RL
329,158760,70,Supervisory+RL
330,60740,70,Supervisory+RL
331,45650,70,Supervisory+RL
332,99770,70,Supervisory+RL
333,105910,70,Supervisory+RL
334,80760,70,Supervisory+RL
335,29680,70,Supervisory+RL
336,103860,70,Supervisory+RL
337,92880,70,Supervisory+RL
338,119690,70,Supervisory+RL
339,175880,70,Supervisory+RL
340,30720,70,Supervisory+RL
341,132800,70,Supervisory+RL
342,44810,70,Supervisory+RL
343,30840,70,Supervisory+RL
344,34940,70,Supervisory+RL
345,224820,70,Supervisory+RL
346,1760,70,Supervisory+RL
347,12790,70,Supervisory+RL
348,81760,70,Supervisory+RL
349,6990,70,Supervisory+RL
350,163990,80,Supervisory+RL
351,14970,80,Supervisory+RL
352,-109160,80,Supervisory+RL
353,-18530,80,Supervisory+RL
354,-7180,80,Supervisory+RL
355,-60400,80,Supervisory+RL
356,162820,80,Supervisory+RL
357,166030,80,Supervisory+RL
358,139740,80,Supervisory+RL
359,6070,80,Supervisory+RL
360,41920,80,Supervisory+RL
361,26590,80,Supervisory+RL
362,125080,80,Supervisory+RL
363,25590,80,Supervisory+RL
364,61860,80,Supervisory+RL
365,-28110,80,Supervisory+RL
366,-52250,80,Supervisory+RL
367,-18050,80,Supervisory+RL
368,140770,80,Supervisory+RL
369,15920,80,Supervisory+RL
370,2940,80,Supervisory+RL
371,133950,80,Supervisory+RL
372,33910,80,Supervisory+RL
373,74950,80,Supervisory+RL
374,-25180,80,Supervisory+RL
375,44810,80,Supervisory+RL
376,132920,80,Supervisory+RL
377,152920,80,Supervisory+RL
378,41830,80,Supervisory+RL
379,94980,80,Supervisory+RL
380,-26100,80,Supervisory+RL
381,103890,80,Supervisory+RL
382,120800,80,Supervisory+RL
383,68810,80,Supervisory+RL
384,102830,80,Supervisory+RL
385,-97050,80,Supervisory+RL
386,111830,80,Supervisory+RL
387,77020,80,Supervisory+RL
388,40740,80,Supervisory+RL
389,-104040,80,Supervisory+RL
390,176860,80,Supervisory+RL
391,11860,80,Supervisory+RL
392,53950,80,Supervisory+RL
393,-53990,80,Supervisory+RL
394,14940,80,Supervisory+RL
395,74900,80,Supervisory+RL
396,81830,80,Supervisory+RL
397,121660,80,Supervisory+RL
398,36010,80,Supervisory+RL
399,45040,80,Supervisory+RL
400,3890,90,Supervisory+RL
401,98840,90,Supervisory+RL
402,18070,90,Supervisory+RL
403,104930,90,Supervisory+RL
404,103990,90,Supervisory+RL
405,162930,90,Supervisory+RL
406,114940,90,Supervisory+RL
407,10770,90,Supervisory+RL
408,-76150,90,Supervisory+RL
409,68040,90,Supervisory+RL
410,-122320,90,Supervisory+RL
411,140920,90,Supervisory+RL
412,-230,90,Supervisory+RL
413,12530,90,Supervisory+RL
414,131890,90,Supervisory+RL
415,76090,90,Supervisory+RL
416,57800,90,Supervisory+RL
417,13860,90,Supervisory+RL
418,-66090,90,Supervisory+RL
419,157160,90,Supervisory+RL
420,-61260,90,Supervisory+RL
421,103980,90,Supervisory+RL
422,18790,90,Supervisory+RL
423,62840,90,Supervisory+RL
424,-24030,90,Supervisory+RL
425,-49560,90,Supervisory+RL
426,67050,90,Supervisory+RL
427,48800,90,Supervisory+RL
428,157130,90,Supervisory+RL
429,125060,90,Supervisory+RL
430,-43370,90,Supervisory+RL
431,104010,90,Supervisory+RL
432,59780,90,Supervisory+RL
433,-2310,90,Supervisory+RL
434,-43360,90,Supervisory+RL
435,-1290,90,Supervisory+RL
436,-30210,90,Supervisory+RL
437,121840,90,Supervisory+RL
438,16010,90,Supervisory+RL
439,70950,90,Supervisory+RL
440,125040,90,Supervisory+RL
441,79850,90,Supervisory+RL
442,-7000,90,Supervisory+RL
443,157060,90,Supervisory+RL
444,97830,90,Supervisory+RL
445,4680,90,Supervisory+RL
446,122860,90,Supervisory+RL
447,106030,90,Supervisory+RL
448,61910,90,Supervisory+RL
449,49750,90,Supervisory+RL
450,75890,10,Supervisory
451,-20960,10,Supervisory
452,137010,10,Supervisory
453,149000,10,Supervisory
454,7040,10,Supervisory
455,-21970,10,Supervisory
456,129120,10,Supervisory
457,-12950,10,Supervisory
458,-31940,10,Supervisory
459,109040,10,Supervisory
460,77950,10,Supervisory
461,187980,10,Supervisory
462,78980,10,Supervisory
463,137000,10,Supervisory
464,-32990,10,Supervisory
465,68940,10,Supervisory
466,166940,10,Supervisory
467,149060,10,Supervisory
468,66950,10,Supervisory
469,185950,10,Supervisory
470,89120,10,Supervisory
471,97030,10,Supervisory
472,69010,10,Supervisory
473,68070,10,Supervisory
474,208910,10,Supervisory
475,68050,10,Supervisory
476,148010,10,Supervisory
477,67040,10,Supervisory
478,-52050,10,Supervisory
479,126910,10,Supervisory
480,157910,10,Supervisory
481,29010,10,Supervisory
482,69040,10,Supervisory
483,49150,10,Supervisory
484,87040,10,Supervisory
485,69010,10,Supervisory
486,59100,10,Supervisory
487,29060,10,Supervisory
488,108010,10,Supervisory
489,237950,10,Supervisory
490,68010,10,Supervisory
491,97970,10,Supervisory
492,8130,10,Supervisory
493,188010,10,Supervisory
494,189030,10,Supervisory
495,28010,10,Supervisory
496,144880,10,Supervisory
497,9130,10,Supervisory
498,97010,10,Supervisory
499,-12960,10,Supervisory
500,69030,20,Supervisory
501,59100,20,Supervisory
502,178090,20,Supervisory
503,-32920,20,Supervisory
504,239020,20,Supervisory
505,107000,20,Supervisory
506,17000,20,Supervisory
507,-81880,20,Supervisory
508,-30960,20,Supervisory
509,96950,20,Supervisory
510,69000,20,Supervisory
511,136890,20,Supervisory
512,106980,20,Supervisory
513,29040,20,Supervisory
514,48020,20,Supervisory
515,106980,20,Supervisory
516,137990,20,Supervisory
517,-71880,20,Supervisory
518,85950,20,Supervisory
519,18090,20,Supervisory
520,138040,20,Supervisory
521,-24020,20,Supervisory
522,147950,20,Supervisory
523,76870,20,Supervisory
524,118030,20,Supervisory
525,59080,20,Supervisory
526,137940,20,Supervisory
527,129050,20,Supervisory
528,26860,20,Supervisory
529,69070,20,Supervisory
530,17930,20,Supervisory
531,36890,20,Supervisory
532,129020,20,Supervisory
533,-41950,20,Supervisory
534,-23990,20,Supervisory
535,106930,20,Supervisory
536,17920,20,Supervisory
537,86980,20,Supervisory
538,18070,20,Supervisory
539,55990,20,Supervisory
540,-53000,20,Supervisory
541,109040,20,Supervisory
542,189030,20,Supervisory
543,7960,20,Supervisory
544,17020,20,Supervisory
545,68000,20,Supervisory
546,149010,20,Supervisory
547,97040,20,Supervisory
548,87970,20,Supervisory
549,75880,20,Supervisory
550,55990,30,Supervisory
551,54950,30,Supervisory
552,189050,30,Supervisory
553,57990,30,Supervisory
554,178950,30,Supervisory
555,137980,30,Supervisory
556,196940,30,Supervisory
557,46060,30,Supervisory
558,-30880,30,Supervisory
559,47090,30,Supervisory
560,29140,30,Supervisory
561,45020,30,Supervisory
562,159010,30,Supervisory
563,58050,30,Supervisory
564,8090,30,Supervisory
565,-34050,30,Supervisory
566,175860,30,Supervisory
567,-40830,30,Supervisory
568,68960,30,Supervisory
569,139140,30,Supervisory
570,185940,30,Supervisory
571,25920,30,Supervisory
572,57920,30,Supervisory
573,39040,30,Supervisory
574,49020,30,Supervisory
575,127900,30,Supervisory
576,138980,30,Supervisory
577,68990,30,Supervisory
578,149060,30,Supervisory
579,136010,30,Supervisory
580,86940,30,Supervisory
581,58010,30,Supervisory
582,-42980,30,Supervisory
583,7000,30,Supervisory
584,49020,30,Supervisory
585,146030,30,Supervisory
586,47950,30,Supervisory
587,49070,30,Supervisory
588,38070,30,Supervisory
589,16010,30,Supervisory
590,19060,30,Supervisory
591,54860,30,Supervisory
592,86970,30,Supervisory
593,127060,30,Supervisory
594,57060,30,Supervisory
595,-90800,30,Supervisory
596,99180,30,Supervisory
597,105890,30,Supervisory
598,46940,30,Supervisory
599,58030,30,Supervisory
600,99100,40,Supervisory
601,58050,40,Supervisory
602,19100,40,Supervisory
603,-63030,40,Supervisory
604,-51080,40,Supervisory
605,197920,40,Supervisory
606,17990,40,Supervisory
607,88130,40,Supervisory
608,58030,40,Supervisory
609,-62960,40,Supervisory
610,188040,40,Supervisory
611,-14070,40,Supervisory
612,118050,40,Supervisory
613,-100930,40,Supervisory
614,-111020,40,Supervisory
615,-60920,40,Supervisory
616,17010,40,Supervisory
617,-50910,40,Supervisory
618,-101930,40,Supervisory
619,39130,40,Supervisory
620,138070,40,Supervisory
621,-1920,40,Supervisory
622,97990,40,Supervisory
623,37120,40,Supervisory
624,74860,40,Supervisory
625,-52950,40,Supervisory
626,57000,40,Supervisory
627,25960,40,Supervisory
628,118980,40,Supervisory
629,-40930,40,Supervisory
630,39120,40,Supervisory
631,147920,40,Supervisory
632,59140,40,Supervisory
633,75040,40,Supervisory
634,146970,40,Supervisory
635,18080,40,Supervisory
636,157950,40,Supervisory
637,-10890,40,Supervisory
638,178030,40,Supervisory
639,59110,40,Supervisory
640,137070,40,Supervisory
641,-20970,40,Supervisory
642,38050,40,Supervisory
643,137000,40,Supervisory
644,97040,40,Supervisory
645,56990,40,Supervisory
646,-1850,40,Supervisory
647,-61930,40,Supervisory
648,87040,40,Supervisory
649,-40910,40,Supervisory
650,9170,50,Supervisory
651,46940,50,Supervisory
652,48070,50,Supervisory
653,219060,50,Supervisory
654,-21970,50,Supervisory
655,89160,50,Supervisory
656,49010,50,Supervisory
657,-32030,50,Supervisory
658,78130,50,Supervisory
659,148030,50,Supervisory
660,-72920,50,Supervisory
661,108960,50,Supervisory
662,98030,50,Supervisory
663,58050,50,Supervisory
664,-920,50,Supervisory
665,8030,50,Supervisory
666,119020,50,Supervisory
667,-24060,50,Supervisory
668,-41930,50,Supervisory
669,167140,50,Supervisory
670,79120,50,Supervisory
671,-10950,50,Supervisory
672,7920,50,Supervisory
673,107980,50,Supervisory
674,59040,50,Supervisory
675,-94130,50,Supervisory
676,-13030,50,Supervisory
677,-54060,50,Supervisory
678,-42090,50,Supervisory
679,-880,50,Supervisory
680,95950,50,Supervisory
681,78000,50,Supervisory
682,138070,50,Supervisory
683,4920,50,Supervisory
684,48050,50,Supervisory
685,98090,50,Supervisory
686,57980,50,Supervisory
687,-2920,50,Supervisory
688,-3000,50,Supervisory
689,126980,50,Supervisory
690,84920,50,Supervisory
691,37060,50,Supervisory
692,104920,50,Supervisory
693,-1940,50,Supervisory
694,139060,50,Supervisory
695,87970,50,Supervisory
696,-63010,50,Supervisory
697,-30970,50,Supervisory
698,-62030,50,Supervisory
699,49030,50,Supervisory
700,9150,60,Supervisory
701,117000,60,Supervisory
702,78030,60,Supervisory
703,17000,60,Supervisory
704,39050,60,Supervisory
705,-142020,60,Supervisory
706,46960,60,Supervisory
707,48130,60,Supervisory
708,8010,60,Supervisory
709,154850,60,Supervisory
710,43900,60,Supervisory
711,-11940,60,Supervisory
712,7970,60,Supervisory
713,-40900,60,Supervisory
714,179100,60,Supervisory
715,48080,60,Supervisory
716,87120,60,Supervisory
717,48120,60,Supervisory
718,97000,60,Supervisory
719,-42980,60,Supervisory
720,-21980,60,Supervisory
721,-3000,60,Supervisory
722,137060,60,Supervisory
723,-10960,60,Supervisory
724,129100,60,Supervisory
725,38070,60,Supervisory
726,-2950,60,Supervisory
727,-50880,60,Supervisory
728,-5190,60,Supervisory
729,-90950,60,Supervisory
730,68010,60,Supervisory
731,77900,60,Supervisory
732,3950,60,Supervisory
733,138940,60,Supervisory
734,106940,60,Supervisory
735,-81960,60,Supervisory
736,79050,60,Supervisory
737,-4030,60,Supervisory
738,89020,60,Supervisory
739,88010,60,Supervisory
740,87930,60,Supervisory
741,167010,60,Supervisory
742,155020,60,Supervisory
743,69160,60,Supervisory
744,-73020,60,Supervisory
745,-50930,60,Supervisory
746,35990,60,Supervisory
747,-41870,60,Supervisory
748,-14070,60,Supervisory
749,18070,60,Supervisory
750,-101920,70,Supervisory
751,147980,70,Supervisory
752,137000,70,Supervisory
753,-111990,70,Supervisory
754,29000,70,Supervisory
755,69040,70,Supervisory
756,29040,70,Supervisory
757,-21970,70,Supervisory
758,-70990,70,Supervisory
759,45950,70,Supervisory
760,-20880,70,Supervisory
761,98130,70,Supervisory
762,38130,70,Supervisory
763,-51000,70,Supervisory
764,19050,70,Supervisory
765,137040,70,Supervisory
766,-104200,70,Supervisory
767,-192010,70,Supervisory
768,-43010,70,Supervisory
769,-92010,70,Supervisory
770,-34030,70,Supervisory
771,-73010,70,Supervisory
772,24920,70,Supervisory
773,57040,70,Supervisory
774,87020,70,Supervisory
775,7020,70,Supervisory
776,-90990,70,Supervisory
777,46940,70,Supervisory
778,-124030,70,Supervisory
779,-62960,70,Supervisory
780,35970,70,Supervisory
781,39180,70,Supervisory
782,38070,70,Supervisory
783,-1930,70,Supervisory
784,-20950,70,Supervisory
785,-900,70,Supervisory
786,-3030,70,Supervisory
787,15890,70,Supervisory
788,-20930,70,Supervisory
789,146990,70,Supervisory
790,-173040,70,Supervisory
791,116920,70,Supervisory
792,-102080,70,Supervisory
793,-52900,70,Supervisory
794,-65180,70,Supervisory
795,-120930,70,Supervisory
796,-61990,70,Supervisory
797,9080,70,Supervisory
798,8990,70,Supervisory
799,-21060,70,Supervisory
800,-74090,80,Supervisory
801,-102030,80,Supervisory
802,74940,80,Supervisory
803,-50880,80,Supervisory
804,-64140,80,Supervisory
805,-35100,80,Supervisory
806,-92920,80,Supervisory
807,-33070,80,Supervisory
808,75950,80,Supervisory
809,-52010,80,Supervisory
810,27990,80,Supervisory
811,-55000,80,Supervisory
812,-33020,80,Supervisory
813,79100,80,Supervisory
814,-21990,80,Supervisory
815,-112040,80,Supervisory
816,-63990,80,Supervisory
817,49020,80,Supervisory
818,-62960,80,Supervisory
819,69120,80,Supervisory
820,25030,80,Supervisory
821,-22010,80,Supervisory
822,-131910,80,Supervisory
823,-114030,80,Supervisory
824,-35070,80,Supervisory
825,37960,80,Supervisory
826,-43120,80,Supervisory
827,69160,80,Supervisory
828,-61960,80,Supervisory
829,138130,80,Supervisory
830,-22010,80,Supervisory
831,-45080,80,Supervisory
832,-42090,80,Supervisory
833,-104970,80,Supervisory
834,-142970,80,Supervisory
835,-51870,80,Supervisory
836,-52060,80,Supervisory
837,99060,80,Supervisory
838,-7180,80,Supervisory
839,-32010,80,Supervisory
840,-21930,80,Supervisory
841,49140,80,Supervisory
842,-113040,80,Supervisory
843,-93050,80,Supervisory
844,124940,80,Supervisory
845,-52940,80,Supervisory
846,-26010,80,Supervisory
847,-1880,80,Supervisory
848,-20900,80,Supervisory
849,-91900,80,Supervisory
850,-114040,90,Supervisory
851,-60940,90,Supervisory
852,-60900,90,Supervisory
853,19070,90,Supervisory
854,-35160,90,Supervisory
855,28010,90,Supervisory
856,-102990,90,Supervisory
857,-14050,90,Supervisory
858,36990,90,Supervisory
859,-22980,90,Supervisory
860,-75080,90,Supervisory
861,-22980,90,Supervisory
862,14960,90,Supervisory
863,18060,90,Supervisory
864,-113050,90,Supervisory
865,37000,90,Supervisory
866,38070,90,Supervisory
867,-72020,90,Supervisory
868,-61950,90,Supervisory
869,-155130,90,Supervisory
870,-23140,90,Supervisory
871,-71000,90,Supervisory
872,-90830,90,Supervisory
873,-40980,90,Supervisory
874,58040,90,Supervisory
875,33900,90,Supervisory
876,79020,90,Supervisory
877,67970,90,Supervisory
878,-70960,90,Supervisory
879,85910,90,Supervisory
880,-127260,90,Supervisory
881,-40980,90,Supervisory
882,-45220,90,Supervisory
883,26050,90,Supervisory
884,-112950,90,Supervisory
885,-112020,90,Supervisory
886,-31970,90,Supervisory
887,-92020,90,Supervisory
888,115980,90,Supervisory
889,-24000,90,Supervisory
890,-73000,90,Supervisory
891,-111970,90,Supervisory
892,-101970,90,Supervisory
893,-93970,90,Supervisory
894,-60990,90,Supervisory
895,-114080,90,Supervisory
896,86980,90,Supervisory
897,-4100,90,Supervisory
898,19070,90,Supervisory
899,25010,90,Supervisory
