,mean reward,Fail Probability,method
237,158980,30,Supervisory
238,39070,30,Supervisory
239,109050,30,Supervisory
240,45970,40,Supervisory
241,57060,40,Supervisory
242,58950,40,Supervisory
243,148030,40,Supervisory
244,-52940,40,Supervisory
245,88180,40,Supervisory
246,147950,40,Supervisory
247,39050,40,Supervisory
248,48060,40,Supervisory
249,9050,40,Supervisory
250,135990,40,Supervisory
251,-91010,40,Supervisory
252,-70850,40,Supervisory
253,27970,40,Supervisory
254,8130,40,Supervisory
255,238020,40,Supervisory
256,-41920,40,Supervisory
257,98020,40,Supervisory
258,165920,40,Supervisory
259,96020,40,Supervisory
260,102790,50,Supervisory
261,179120,50,Supervisory
262,47060,50,Supervisory
263,48060,50,Supervisory
264,-21960,50,Supervisory
265,-24010,50,Supervisory
266,6980,50,Supervisory
267,-910,50,Supervisory
268,183890,50,Supervisory
269,57040,50,Supervisory
270,-65130,50,Supervisory
271,37050,50,Supervisory
272,98010,50,Supervisory
273,18050,50,Supervisory
274,-90840,50,Supervisory
275,48020,50,Supervisory
276,108020,50,Supervisory
277,-50850,50,Supervisory
278,-54050,50,Supervisory
279,49050,50,Supervisory
280,59060,60,Supervisory
281,-74090,60,Supervisory
282,-34070,60,Supervisory
283,-43000,60,Supervisory
284,49150,60,Supervisory
285,187020,60,Supervisory
286,-31950,60,Supervisory
287,35960,60,Supervisory
288,-75110,60,Supervisory
289,48010,60,Supervisory
290,-65030,60,Supervisory
291,75010,60,Supervisory
292,48040,60,Supervisory
293,26970,60,Supervisory
294,77970,60,Supervisory
295,-930,60,Supervisory
296,-2980,60,Supervisory
297,94960,60,Supervisory
298,38010,60,Supervisory
299,37010,60,Supervisory
300,125950,70,Supervisory
301,-70980,70,Supervisory
302,25990,70,Supervisory
303,88040,70,Supervisory
304,85050,70,Supervisory
305,78040,70,Supervisory
306,57040,70,Supervisory
307,39140,70,Supervisory
308,29130,70,Supervisory
309,26980,70,Supervisory
310,38970,70,Supervisory
311,136040,70,Supervisory
312,-13950,70,Supervisory
313,-820,70,Supervisory
314,-94030,70,Supervisory
315,8130,70,Supervisory
316,107000,70,Supervisory
317,-21970,70,Supervisory
318,-21960,70,Supervisory
319,-1930,70,Supervisory
320,-13060,80,Supervisory
321,78060,80,Supervisory
322,19120,80,Supervisory
323,9090,80,Supervisory
324,-73030,80,Supervisory
325,-75120,80,Supervisory
326,-80830,80,Supervisory
327,16010,80,Supervisory
328,-50930,80,Supervisory
329,-12020,80,Supervisory
330,45930,80,Supervisory
331,187990,80,Supervisory
332,-26020,80,Supervisory
333,-91910,80,Supervisory
334,57070,80,Supervisory
335,-22000,80,Supervisory
336,8040,80,Supervisory
337,-101960,80,Supervisory
338,114940,80,Supervisory
339,-1960,80,Supervisory
340,63880,90,Supervisory
341,25980,90,Supervisory
342,15960,90,Supervisory
343,113920,90,Supervisory
344,8020,90,Supervisory
345,-36150,90,Supervisory
346,115980,90,Supervisory
347,16000,90,Supervisory
348,17070,90,Supervisory
349,-52960,90,Supervisory
350,16010,90,Supervisory
351,78070,90,Supervisory
352,118040,90,Supervisory
353,127080,90,Supervisory
354,35860,90,Supervisory
355,54970,90,Supervisory
356,-30980,90,Supervisory
357,15010,90,Supervisory
358,63980,90,Supervisory
359,-51920,90,Supervisory
