,mean reward,Rejection Type 1 Probability,method
836,58940,80.0,Supervisory
837,8080,80.0,Supervisory
838,199220,80.0,Supervisory
839,159020,80.0,Supervisory
840,28010,80.0,Supervisory
841,47980,80.0,Supervisory
842,108990,80.0,Supervisory
843,98040,80.0,Supervisory
844,219070,80.0,Supervisory
845,149100,80.0,Supervisory
846,159020,80.0,Supervisory
847,8940,80.0,Supervisory
848,207100,80.0,Supervisory
849,8040,80.0,Supervisory
850,58020,90.0,Supervisory
851,16860,90.0,Supervisory
852,-83120,90.0,Supervisory
853,-4110,90.0,Supervisory
854,29050,90.0,Supervisory
855,98070,90.0,Supervisory
856,57020,90.0,Supervisory
857,99180,90.0,Supervisory
858,98050,90.0,Supervisory
859,-2090,90.0,Supervisory
860,97000,90.0,Supervisory
861,7050,90.0,Supervisory
862,109000,90.0,Supervisory
863,149120,90.0,Supervisory
864,6980,90.0,Supervisory
865,108050,90.0,Supervisory
866,7970,90.0,Supervisory
867,138050,90.0,Supervisory
868,109180,90.0,Supervisory
869,7910,90.0,Supervisory
870,-43090,90.0,Supervisory
871,8980,90.0,Supervisory
872,98010,90.0,Supervisory
873,28020,90.0,Supervisory
874,46890,90.0,Supervisory
875,99060,90.0,Supervisory
876,-41100,90.0,Supervisory
877,108980,90.0,Supervisory
878,69080,90.0,Supervisory
879,6960,90.0,Supervisory
880,99100,90.0,Supervisory
881,-5170,90.0,Supervisory
882,49120,90.0,Supervisory
883,159070,90.0,Supervisory
884,-22090,90.0,Supervisory
885,98040,90.0,Supervisory
886,47920,90.0,Supervisory
887,-43120,90.0,Supervisory
888,159200,90.0,Supervisory
889,58990,90.0,Supervisory
890,-33020,90.0,Supervisory
891,-3080,90.0,Supervisory
892,19100,90.0,Supervisory
893,58050,90.0,Supervisory
894,46980,90.0,Supervisory
895,97010,90.0,Supervisory
896,156040,90.0,Supervisory
897,109160,90.0,Supervisory
898,17950,90.0,Supervisory
899,69120,90.0,Supervisory
