,mean reward,Machine Cost,method
734,80500,500,Supervisory
735,101000,500,Supervisory
736,180000,500,Supervisory
737,66500,500,Supervisory
738,129500,500,Supervisory
739,113000,500,Supervisory
740,90000,500,Supervisory
741,132000,500,Supervisory
742,110000,500,Supervisory
743,173500,500,Supervisory
744,131000,500,Supervisory
745,113000,500,Supervisory
746,175000,500,Supervisory
747,117000,500,Supervisory
748,113000,500,Supervisory
749,121000,500,Supervisory
750,165600,600,Supervisory
751,166000,600,Supervisory
752,123000,600,Supervisory
753,26800,600,Supervisory
754,103600,600,Supervisory
755,118800,600,Supervisory
756,82200,600,Supervisory
757,132400,600,Supervisory
758,24800,600,Supervisory
759,-97600,600,Supervisory
760,60800,600,Supervisory
761,92400,600,Supervisory
762,170800,600,Supervisory
763,79600,600,Supervisory
764,159600,600,Supervisory
765,97200,600,Supervisory
766,159200,600,Supervisory
767,110600,600,Supervisory
768,169600,600,Supervisory
769,104800,600,Supervisory
770,166000,600,Supervisory
771,159600,600,Supervisory
772,103600,600,Supervisory
773,53600,600,Supervisory
774,106000,600,Supervisory
775,-46800,600,Supervisory
776,168600,600,Supervisory
777,171400,600,Supervisory
778,155000,600,Supervisory
779,123600,600,Supervisory
780,102400,600,Supervisory
781,115400,600,Supervisory
782,63600,600,Supervisory
783,46000,600,Supervisory
784,66600,600,Supervisory
785,118800,600,Supervisory
786,120200,600,Supervisory
787,123000,600,Supervisory
788,80600,600,Supervisory
789,116400,600,Supervisory
790,118400,600,Supervisory
791,64200,600,Supervisory
792,124400,600,Supervisory
793,119600,600,Supervisory
794,176400,600,Supervisory
795,120200,600,Supervisory
796,174800,600,Supervisory
797,173600,600,Supervisory
798,62400,600,Supervisory
799,114800,600,Supervisory
800,56200,700,Supervisory
801,42400,700,Supervisory
802,68300,700,Supervisory
803,108800,700,Supervisory
804,150000,700,Supervisory
805,57600,700,Supervisory
806,151400,700,Supervisory
807,154900,700,Supervisory
808,89700,700,Supervisory
809,14200,700,Supervisory
810,157000,700,Supervisory
811,95600,700,Supervisory
812,148300,700,Supervisory
813,111200,700,Supervisory
814,100700,700,Supervisory
815,107700,700,Supervisory
816,152100,700,Supervisory
817,47600,700,Supervisory
818,102700,700,Supervisory
819,153900,700,Supervisory
820,149700,700,Supervisory
821,62800,700,Supervisory
822,107700,700,Supervisory
823,26500,700,Supervisory
824,151800,700,Supervisory
825,78000,700,Supervisory
826,146600,700,Supervisory
827,160400,700,Supervisory
828,148300,700,Supervisory
829,63900,700,Supervisory
830,122800,700,Supervisory
831,57600,700,Supervisory
832,61100,700,Supervisory
833,61900,700,Supervisory
834,59700,700,Supervisory
835,26200,700,Supervisory
836,116600,700,Supervisory
837,34900,700,Supervisory
838,78400,700,Supervisory
839,154100,700,Supervisory
840,148400,700,Supervisory
841,99300,700,Supervisory
842,116500,700,Supervisory
843,47300,700,Supervisory
844,114200,700,Supervisory
845,157000,700,Supervisory
846,101100,700,Supervisory
847,62800,700,Supervisory
848,19800,700,Supervisory
849,102800,700,Supervisory
850,154800,800,Supervisory
851,94600,800,Supervisory
852,89400,800,Supervisory
853,90400,800,Supervisory
854,-9000,800,Supervisory
855,154400,800,Supervisory
856,84000,800,Supervisory
857,88000,800,Supervisory
858,94800,800,Supervisory
859,150000,800,Supervisory
860,82400,800,Supervisory
861,85000,800,Supervisory
862,48000,800,Supervisory
863,32400,800,Supervisory
864,88000,800,Supervisory
865,113200,800,Supervisory
866,84800,800,Supervisory
867,88000,800,Supervisory
868,94400,800,Supervisory
869,89200,800,Supervisory
870,88000,800,Supervisory
871,89200,800,Supervisory
872,38800,800,Supervisory
873,109800,800,Supervisory
874,110000,800,Supervisory
875,83000,800,Supervisory
876,-10800,800,Supervisory
877,151600,800,Supervisory
878,106400,800,Supervisory
879,10000,800,Supervisory
880,80800,800,Supervisory
881,58800,800,Supervisory
882,144800,800,Supervisory
883,85800,800,Supervisory
884,151200,800,Supervisory
885,82400,800,Supervisory
886,-5000,800,Supervisory
887,93200,800,Supervisory
888,101200,800,Supervisory
889,-36800,800,Supervisory
890,58400,800,Supervisory
891,64800,800,Supervisory
892,154800,800,Supervisory
893,64000,800,Supervisory
894,148000,800,Supervisory
895,102000,800,Supervisory
896,112400,800,Supervisory
897,5600,800,Supervisory
898,109600,800,Supervisory
899,-80800,800,Supervisory
